index,OrderID,Date,Status,Fulfilment,Category,CourierStatus,Qty,Amount,shipstate,shippostalcode,B2B
3048,404-9439856-0349915,4/28/2022,Shipped,Amazon,Set,Shipped,1,1338,UTTAR PRADESH,226016,FALSE
3049,171-3298139-6227543,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,612,TELANGANA,500019,FALSE
3050,403-6679899-7266723,4/28/2022,Shipped,Amazon,Top,Shipped,1,518,HARYANA,122015,FALSE
3051,405-3296680-2092303,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,771,UTTAR PRADESH,272124,FALSE
3052,408-6148691-7042763,4/28/2022,Shipped,Amazon,Saree,Shipped,1,899,HARYANA,123401,FALSE
3053,404-3276446-1785157,4/28/2022,Shipped,Amazon,Set,Shipped,1,635,WEST BENGAL,700054,FALSE
3054,403-7336195-5877953,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,654,MAHARASHTRA,440027,FALSE
3055,403-8521833-8168337,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,635,UTTAR PRADESH,226016,FALSE
3056,403-5129990-6638739,4/28/2022,Cancelled,Amazon,kurta,Cancelled,0,,TAMIL NADU,635109,FALSE
3057,402-2957518-9575511,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,635,HIMACHAL PRADESH,173211,FALSE
3058,403-6318420-7385911,4/28/2022,Cancelled,Amazon,kurta,Cancelled,0,,TAMIL NADU,635109,FALSE
3059,402-6594458-1659525,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,316,TELANGANA,500003,FALSE
3060,402-7133979-6284333,4/28/2022,Shipped,Amazon,Set,Shipped,1,666,TELANGANA,505327,FALSE
3061,408-0577260-1805964,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,885,ASSAM,788003,FALSE
3062,404-7682890-6502761,4/28/2022,Shipped,Amazon,Set,Shipped,1,968,RAJASTHAN,305901,FALSE
3063,404-4292755-4736303,4/28/2022,Shipped,Amazon,Top,Shipped,1,518,KARNATAKA,560087,FALSE
3064,405-8213737-9674764,4/28/2022,Shipped,Amazon,Top,Shipped,1,267,DELHI,110019,FALSE
3065,406-4393128-5629912,4/28/2022,Shipped,Amazon,Top,Shipped,1,518,DELHI,110015,FALSE
3066,408-3104914-9490754,4/28/2022,Shipped,Amazon,kurta,Shipped,1,487,MAHARASHTRA,441108,FALSE
3067,406-1842397-6510706,4/28/2022,Shipped,Amazon,kurta,Shipped,1,432,MAHARASHTRA,421302,FALSE
3068,171-5187862-8564334,4/28/2022,Shipped,Amazon,Top,Shipped,1,518,MAHARASHTRA,421301,FALSE
3069,404-9523950-5697151,4/28/2022,Shipped,Amazon,Set,Shipped,1,771,KARNATAKA,560037,FALSE
3070,404-8540214-8125160,4/28/2022,Shipped,Amazon,Top,Shipped,1,359,KARNATAKA,560037,FALSE
3071,403-6883797-3182753,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,666,DELHI,110095,FALSE
3072,406-7365128-0756336,4/28/2022,Shipped,Amazon,kurta,Shipped,1,471,KARNATAKA,587301,FALSE
3073,405-7746717-3433122,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1099,WEST BENGAL,721607,FALSE
3074,408-6096559-3389101,4/28/2022,Shipped,Amazon,Set,Shipped,1,635,TAMIL NADU,600080,FALSE
3075,404-9621364-6708356,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,791,KERALA,695541,FALSE
3076,407-6199504-4778758,4/28/2022,Shipped,Amazon,Top,Shipped,1,297,TELANGANA,502032,FALSE
3077,403-6512111-6497925,4/28/2022,Shipped,Amazon,Set,Shipped,1,1099,HARYANA,122017,FALSE
3078,405-1764324-9333168,4/28/2022,Shipped,Amazon,Top,Shipped,1,518,TELANGANA,500094,FALSE
3079,408-7605245-4309903,4/28/2022,Shipped,Amazon,kurta,Shipped,1,442,MAHARASHTRA,400042,FALSE
3080,405-1919559-4711523,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1186,MAHARASHTRA,400070,FALSE
3081,408-8050115-0779557,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,CHHATTISGARH,493118,FALSE
3082,407-2085563-2773932,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,MADHYA PRADESH,486001,FALSE
3083,407-5605457-2782714,4/28/2022,Cancelled,Amazon,kurta,Unshipped,1,353,KARNATAKA,585401,FALSE
3084,171-4400788-8911549,4/28/2022,Shipped,Amazon,Top,Shipped,1,339,MAHARASHTRA,400018,FALSE
3085,404-8999662-5943548,4/28/2022,Shipped,Amazon,kurta,Shipped,1,435,TAMIL NADU,600059,FALSE
3086,405-9658159-6439516,4/28/2022,Cancelled,Amazon,Set,Unshipped,1,1126,UTTAR PRADESH,250001,FALSE
3087,406-6604176-4397923,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,MAHARASHTRA,411047,FALSE
3088,406-5697404-4126712,4/28/2022,Shipped,Amazon,Set,Shipped,1,824,MAHARASHTRA,411047,FALSE
3089,405-3587608-3685961,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,329,KARNATAKA,560049,FALSE
3090,404-2313510-8753132,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,631,HARYANA,122011,FALSE
3091,171-2099308-6005156,4/28/2022,Shipped,Amazon,Set,Shipped,1,545,TAMIL NADU,641045,FALSE
3092,408-6804335-3039538,4/28/2022,Shipped,Amazon,Set,Shipped,1,612,CHANDIGARH,160011,TRUE
3093,408-9023250-5291526,4/28/2022,Shipped - Returned to Seller,Merchant,Top,Shipped,1,0,MAHARASHTRA,400068,FALSE
3094,402-6697165-3536368,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,UTTAR PRADESH,201308,FALSE
3095,403-8086324-7503500,4/28/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,791,TELANGANA,501510,FALSE
3096,407-0609945-5169927,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,599,CHHATTISGARH,492010,FALSE
3097,171-0966996-3200340,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,ASSAM,781019,FALSE
3098,404-8544035-6595561,4/28/2022,Shipped,Amazon,Top,Shipped,1,560,GOA,403401,FALSE
3099,404-6240949-2553167,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,751,GOA,403401,FALSE
3100,171-0682801-2017135,4/28/2022,Shipped,Amazon,kurta,Shipped,1,471,RAJASTHAN,335001,FALSE
3101,171-4477015-2708348,4/28/2022,Shipped,Amazon,kurta,Shipped,1,635,WEST BENGAL,732123,FALSE
3102,404-9117259-2548337,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,MAHARASHTRA,400095,FALSE
3103,171-6966870-2049121,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,MAHARASHTRA,400068,FALSE
3104,402-4651778-4259505,4/28/2022,Shipped,Amazon,Set,Shipped,1,759,TAMIL NADU,600050,FALSE
3105,407-3240699-2080365,4/28/2022,Cancelled,Merchant,kurta,,0,346.67,KARNATAKA,585401,FALSE
3106,403-7688029-3506706,4/28/2022,Shipped,Amazon,Set,Shipped,1,1299,TAMIL NADU,600040,FALSE
3107,403-3588949-9453135,4/28/2022,Shipped,Amazon,Set,Shipped,1,737,TAMIL NADU,600040,FALSE
3108,404-5918512-8733937,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,599,GUJARAT,390001,FALSE
3109,171-7677156-3597933,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,751,CHHATTISGARH,492001,FALSE
3110,406-3536411-9751506,4/28/2022,Shipped,Amazon,Saree,Shipped,1,719,DELHI,110015,FALSE
3111,404-5569076-6477951,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,MAHARASHTRA,440022,FALSE
3112,402-1500350-9807568,4/28/2022,Cancelled,Amazon,Set,Unshipped,1,626,KARNATAKA,560056,FALSE
3113,408-1798845-9406769,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,0,DELHI,110019,FALSE
3114,407-6014076-6959530,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,GUJARAT,382340,FALSE
3115,408-9910405-8432301,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,0,KARNATAKA,560094,FALSE
3116,405-1970534-0847521,4/28/2022,Shipped,Amazon,kurta,Shipped,1,518,HARYANA,136118,FALSE
3117,408-0241704-3949145,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,563,PUNJAB,140603,FALSE
3118,408-0241704-3949145,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,406,PUNJAB,140603,FALSE
3119,404-7089451-7537963,4/28/2022,Shipped,Amazon,Top,Shipped,1,463,UTTAR PRADESH,282010,FALSE
3120,171-0066199-7241921,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1399,MAHARASHTRA,445001,FALSE
3121,403-7801558-7756352,4/28/2022,Cancelled,Merchant,Set,,0,,KERALA,682002,FALSE
3122,403-7801558-7756352,4/28/2022,Cancelled,Merchant,kurta,,0,,KERALA,682002,FALSE
3123,403-3833371-4185950,4/28/2022,Shipped,Amazon,kurta,Shipped,1,517,KERALA,682002,FALSE
3124,405-3051028-7888319,4/28/2022,Shipped,Amazon,Set,Shipped,1,599,DELHI,110055,FALSE
3125,405-2954233-0885114,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,641,DELHI,110055,FALSE
3126,407-3051875-5620359,4/28/2022,Shipped,Amazon,kurta,Shipped,1,517,TAMIL NADU,600128,FALSE
3127,407-7801903-2094711,4/28/2022,Shipped,Amazon,Set,Shipped,1,847,KARNATAKA,560050,FALSE
3128,402-7419795-8832343,4/28/2022,Shipped,Amazon,Set,Shipped,1,1299,UTTAR PRADESH,201301,FALSE
3129,405-6568450-2416345,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1099,DELHI,110025,FALSE
3130,402-0098691-9703546,4/28/2022,Shipped,Amazon,Set,Shipped,1,563,JAMMU & KASHMIR,190001,FALSE
3131,405-1585172-0548305,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,ANDHRA PRADESH,535003,FALSE
3132,408-3345323-2587537,4/28/2022,Shipped,Amazon,Set,Shipped,1,1112,JHARKHAND,827004,FALSE
3133,406-7477112-7109125,4/28/2022,Cancelled,Amazon,kurta,Cancelled,0,,WEST BENGAL,700136,FALSE
3134,406-3415156-5607512,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,545,WEST BENGAL,700150,FALSE
3135,407-6292311-8601959,4/28/2022,Shipped - Returned to Seller,Merchant,kurta,Shipped,1,363,TAMIL NADU,601301,FALSE
3136,408-8649090-1325947,4/28/2022,Shipped,Amazon,kurta,Shipped,1,376,PUDUCHERRY,605008,FALSE
3137,405-9749216-4056336,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,MAHARASHTRA,411014,FALSE
3138,403-2251997-0722715,4/28/2022,Shipped,Amazon,Top,Shipped,1,545,KARNATAKA,560077,FALSE
3139,402-0045570-4848362,4/28/2022,Shipped,Amazon,Set,Shipped,1,1338,ASSAM,788163,FALSE
3140,407-8994270-8534716,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,662,CHANDIGARH,160002,FALSE
3141,402-0366829-0294724,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,459,TAMIL NADU,625009,FALSE
3142,407-0954721-9675544,4/28/2022,Cancelled,Merchant,kurta,,0,460.95,KARNATAKA,560048,FALSE
3143,404-9979811-1204333,4/28/2022,Cancelled,Merchant,kurta,,0,277.14,KERALA,686635,FALSE
3144,405-2246990-0777940,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,626,MADHYA PRADESH,486001,FALSE
3145,407-1262717-3125101,4/28/2022,Shipped,Amazon,kurta,Shipped,1,429,ASSAM,788151,FALSE
3146,408-0669618-4967534,4/28/2022,Shipped,Amazon,kurta,Shipped,1,352,DELHI,110091,FALSE
3147,171-9916515-6756331,4/28/2022,Shipped,Amazon,Top,Shipped,1,387,KARNATAKA,563101,FALSE
3148,404-7671334-6514760,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,DELHI,110059,FALSE
3149,406-2867469-8047535,4/28/2022,Shipped,Amazon,Top,Shipped,1,512,WEST BENGAL,700032,FALSE
3150,404-6201740-2557903,4/28/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,690,KARNATAKA,560067,FALSE
3151,403-9794267-8419524,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,487,TELANGANA,508001,FALSE
3152,407-1162074-6756363,4/28/2022,Cancelled,Merchant,kurta,,0,448.57,ANDHRA PRADESH,524413,FALSE
3153,402-5875524-0165161,4/28/2022,Shipped,Amazon,Top,Shipped,1,599,HARYANA,121008,FALSE
3154,402-5875524-0165161,4/28/2022,Shipped,Amazon,Top,Shipped,1,487,HARYANA,121008,FALSE
3155,402-5787864-2147519,4/28/2022,Shipped,Amazon,Set,Shipped,1,696,WEST BENGAL,713214,FALSE
3156,408-6244961-9007541,4/28/2022,Cancelled,Amazon,Top,Cancelled,0,,KARNATAKA,560036,FALSE
3157,171-5769331-1276350,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,WEST BENGAL,736172,FALSE
3158,404-9262046-4015505,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,474,CHHATTISGARH,492001,FALSE
3159,405-7757387-2727568,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,599,KARNATAKA,560077,FALSE
3160,402-0538923-6372339,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,486,TELANGANA,500015,FALSE
3161,402-0538923-6372339,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,487,TELANGANA,500015,FALSE
3162,408-1276142-4174768,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,RAJASTHAN,342005,FALSE
3163,407-3881664-2192312,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,MAHARASHTRA,421306,FALSE
3164,402-1344996-1941123,4/28/2022,Shipped,Amazon,kurta,Shipped,1,406,HARYANA,122017,FALSE
3165,408-6041849-5066740,4/28/2022,Cancelled,Merchant,kurta,,0,313.33,MAHARASHTRA,400075,FALSE
3166,407-9658439-2113941,4/28/2022,Shipped,Amazon,kurta,Shipped,1,376,KARNATAKA,560048,FALSE
3167,405-1309020-7142734,4/28/2022,Shipped - Returned to Seller,Merchant,Set,Shipped,1,474,KARNATAKA,560094,FALSE
3168,405-5875412-0371502,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,487,TELANGANA,500049,FALSE
3169,405-3640220-0073944,4/28/2022,Shipped,Amazon,Ethnic Dress,Shipped,1,699,TELANGANA,500049,FALSE
3170,406-8759190-9888301,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,939,KERALA,682010,FALSE
3171,171-4066647-3474762,4/28/2022,Shipped,Amazon,Set,Shipped,1,525,MAHARASHTRA,411038,FALSE
3172,404-8198091-0779563,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,885,GUJARAT,380054,FALSE
3173,406-7984994-6069162,4/28/2022,Shipped - Returned to Seller,Merchant,kurta,Shipped,1,352,TAMIL NADU,600125,FALSE
3174,408-5366719-3457923,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,759,MAHARASHTRA,401107,FALSE
3175,403-7443886-3442752,4/28/2022,Shipped,Amazon,Set,Shipped,1,824,PUDUCHERRY,605107,FALSE
3176,405-8743710-6986704,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,329,GOA,403602,FALSE
3177,404-6685817-2384311,4/28/2022,Shipped - Returned to Seller,Merchant,Set,Shipped,1,662,UTTAR PRADESH,201310,FALSE
3178,405-8887440-7610736,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,495,MAHARASHTRA,400059,FALSE
3179,404-7596856-4814759,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1033,UTTARAKHAND,263139,FALSE
3180,408-2575189-3635543,4/28/2022,Shipped,Amazon,kurta,Shipped,1,435,KARNATAKA,560103,FALSE
3181,408-1927059-6186704,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,459,TAMIL NADU,600096,FALSE
3182,403-1520855-1621947,4/28/2022,Shipped,Amazon,Set,Shipped,1,1112,MADHYA PRADESH,481001,FALSE
3183,404-4293978-7097134,4/28/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,725,KARNATAKA,574219,FALSE
3184,171-9292626-3220321,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,413,HARYANA,122003,FALSE
3185,402-6621113-0775551,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,432,DELHI,110012,FALSE
3186,405-7848968-5501909,4/28/2022,Shipped,Amazon,Set,Shipped,1,1133,KARNATAKA,581329,FALSE
3187,405-3917810-0650746,4/28/2022,Shipped,Amazon,Set,Shipped,1,692,HARYANA,122001,FALSE
3188,407-3007368-4017139,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,721,KARNATAKA,560064,FALSE
3189,408-2627695-4547558,4/28/2022,Shipped,Amazon,kurta,Shipped,1,666,KERALA,686016,FALSE
3190,171-8820044-0821917,4/28/2022,Shipped,Amazon,kurta,Shipped,1,534,MAHARASHTRA,400607,FALSE
3191,402-6409452-0419547,4/28/2022,Shipped,Amazon,Set,Shipped,1,833,HARYANA,122101,FALSE
3192,406-0220139-9548366,4/28/2022,Shipped,Amazon,Set,Shipped,1,968,MAHARASHTRA,401107,FALSE
3193,406-2539901-3159553,4/28/2022,Shipped,Amazon,Set,Shipped,1,759,UTTAR PRADESH,242001,FALSE
3194,407-9865127-3950716,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,563,MAHARASHTRA,431001,FALSE
3195,403-7096325-0826727,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,TAMIL NADU,603004,FALSE
3196,171-9269114-9178764,4/28/2022,Shipped,Amazon,Set,Shipped,1,1065,MAHARASHTRA,442703,FALSE
3197,408-2772769-9582737,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,788,MADHYA PRADESH,484117,FALSE
3198,404-0801322-9033932,4/28/2022,Cancelled,Merchant,kurta,,0,540.95,UTTAR PRADESH,230001,FALSE
3199,404-0801322-9033932,4/28/2022,Cancelled,Merchant,kurta,,0,451.43,UTTAR PRADESH,230001,FALSE
3200,171-9772223-7459553,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,362,MAHARASHTRA,400078,FALSE
3201,404-9873304-1213128,4/28/2022,Shipped,Amazon,Set,Shipped,1,968,UTTARAKHAND,263139,FALSE
3202,171-0805500-1418765,4/28/2022,Shipped,Amazon,Top,Shipped,1,432,GUJARAT,390018,FALSE
3203,171-9270872-2310749,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,859,WEST BENGAL,700019,FALSE
3204,402-6053537-9799504,4/28/2022,Shipped,Amazon,Top,Shipped,1,487,UTTAR PRADESH,201016,FALSE
3205,402-4380388-4495542,4/28/2022,Shipped,Amazon,Set,Shipped,1,1099,UTTAR PRADESH,201016,FALSE
3206,408-6125939-7597153,4/28/2022,Shipped,Amazon,kurta,Shipped,1,0,MAHARASHTRA,400053,FALSE
3207,405-8362760-8534707,4/28/2022,Shipped,Amazon,Set,Shipped,1,968,UTTAR PRADESH,201307,FALSE
3208,407-7026053-2683515,4/28/2022,Shipped,Amazon,Set,Shipped,1,1112,KARNATAKA,560037,FALSE
3209,405-1803410-0664334,4/28/2022,Shipped,Amazon,kurta,Shipped,1,458,HIMACHAL PRADESH,174303,FALSE
3210,171-7222088-7624324,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,635,MANIPUR,795002,FALSE
3211,405-8060110-4281940,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,496,MAHARASHTRA,401303,FALSE
3212,408-0024573-2687504,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,517,TELANGANA,500084,FALSE
3213,407-6287363-8009939,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,CHHATTISGARH,496107,FALSE
3214,406-1206532-0925913,4/28/2022,Cancelled,Amazon,Set,Cancelled,0,,MAHARASHTRA,400614,FALSE
3215,171-6620689-2676365,4/28/2022,Shipped,Amazon,Set,Shipped,1,1432,RAJASTHAN,302017,FALSE
3216,171-3265986-7781924,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,856,RAJASTHAN,302017,FALSE
3217,408-9032642-9746728,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,654,WEST BENGAL,700122,FALSE
3218,407-5426283-5382711,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,KARNATAKA,560103,FALSE
3219,407-5426283-5382711,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,KARNATAKA,560103,FALSE
3220,407-9901950-0309134,4/28/2022,Cancelled,Merchant,kurta,,0,492.38,WEST BENGAL,713205,FALSE
3221,407-5800332-1995518,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,563,DELHI,110030,FALSE
3222,404-9313681-3249165,4/28/2022,Shipped,Amazon,kurta,Shipped,1,568,BIHAR,800014,FALSE
3223,408-5737842-3203553,4/28/2022,Shipped,Amazon,kurta,Shipped,1,406,TAMIL NADU,600125,FALSE
3224,171-6650244-7777104,4/28/2022,Shipped,Amazon,Set,Shipped,1,626,KARNATAKA,560058,FALSE
3225,171-9779319-7510724,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,563,TAMIL NADU,600023,FALSE
3226,407-7280785-1564340,4/28/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,339,HARYANA,122018,FALSE
3227,408-8758447-5870701,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,856,JAMMU & KASHMIR,182101,FALSE
3228,408-0330486-9208321,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,MAHARASHTRA,400064,FALSE
3229,402-9630711-2450755,4/28/2022,Shipped,Amazon,Western Dress,Shipped,1,725,KERALA,686002,FALSE
3230,403-1121435-6710703,4/28/2022,Shipped,Amazon,Top,Shipped,1,487,HARYANA,122001,FALSE
3231,408-9736271-8016328,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,495,BIHAR,854303,FALSE
3232,171-9105317-1569103,4/28/2022,Shipped - Delivered to Buyer,Merchant,Ethnic Dress,Shipped,1,899,TELANGANA,500098,FALSE
3233,408-4163402-6846741,4/28/2022,Cancelled,Merchant,Set,,0,662.86,TELANGANA,509382,FALSE
3234,408-3215724-8847533,4/28/2022,Cancelled,Amazon,kurta,Unshipped,1,399,TELANGANA,509382,FALSE
3235,404-9737710-7109945,4/28/2022,Shipped,Amazon,kurta,Shipped,1,471,GOA,403720,FALSE
3236,406-8985990-7477108,4/28/2022,Shipped,Amazon,Top,Shipped,1,432,RAJASTHAN,302017,FALSE
3237,171-2918139-4079555,4/28/2022,Shipped,Amazon,kurta,Shipped,1,544,UTTAR PRADESH,201301,FALSE
3238,406-7223714-5500331,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,499,KARNATAKA,560102,FALSE
3239,406-7223714-5500331,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,299,KARNATAKA,560102,FALSE
3240,406-5661704-4480312,4/28/2022,Shipped,Amazon,kurta,Shipped,1,399,KARNATAKA,560102,FALSE
3241,171-6899752-6674764,4/28/2022,Shipped,Amazon,Set,Shipped,1,1092,HARYANA,134114,FALSE
3242,403-5954745-2222729,4/28/2022,Shipped,Amazon,Set,Shipped,1,563,MAHARASHTRA,400012,FALSE
3243,406-8808676-0300360,4/28/2022,Shipped,Amazon,Set,Shipped,1,824,TELANGANA,500060,FALSE
3244,403-4684897-4037142,4/28/2022,Cancelled,Amazon,Set,Cancelled,0,,HIMACHAL PRADESH,177205,FALSE
3245,171-7273875-5669114,4/28/2022,Shipped,Amazon,kurta,Shipped,1,376,ANDHRA PRADESH,522410,FALSE
3246,403-4800774-7016354,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,666,ANDHRA PRADESH,535003,FALSE
3247,403-4800774-7016354,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,666,ANDHRA PRADESH,535003,FALSE
3248,404-8558876-4890753,4/28/2022,Shipped,Amazon,Set,Shipped,1,597,KERALA,695020,FALSE
3249,405-9082547-0437901,4/28/2022,Shipped,Amazon,kurta,Shipped,1,376,MADHYA PRADESH,473551,FALSE
3250,405-0999803-4788342,4/28/2022,Shipped,Amazon,Set,Shipped,1,788,UTTAR PRADESH,251001,FALSE
3251,406-3833324-1601931,4/28/2022,Cancelled,Amazon,Set,Cancelled,0,,TELANGANA,500060,FALSE
3252,405-7729816-5054719,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,495,MADHYA PRADESH,462038,FALSE
3253,405-4791813-4285908,4/28/2022,Shipped,Amazon,kurta,Shipped,1,518,MADHYA PRADESH,462038,FALSE
3254,407-7453056-6969134,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,635,UTTAR PRADESH,208001,FALSE
3255,405-2555390-4649112,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1112,KARNATAKA,560060,FALSE
3256,404-1721582-7503524,4/28/2022,Cancelled,Amazon,kurta,Unshipped,1,471,GOA,403720,FALSE
3257,405-3003605-7663546,4/28/2022,Shipped,Amazon,Top,Shipped,1,487,KARNATAKA,560016,FALSE
3258,407-1038846-6646711,4/28/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,699,DELHI,110019,FALSE
3259,407-7309796-1652341,4/28/2022,Shipped,Amazon,Set,Shipped,1,599,TAMIL NADU,629702,FALSE
3260,404-1468499-5038720,4/28/2022,Shipped,Amazon,kurta,Shipped,1,471,KERALA,695525,FALSE
3261,403-2875225-7407525,4/28/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,999,KERALA,670702,FALSE
3262,403-9679139-2648306,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,517,PUNJAB,144007,FALSE
3263,408-0622219-7750735,4/28/2022,Shipped,Amazon,Set,Shipped,1,1112,UTTAR PRADESH,201009,FALSE
3264,404-1771992-1241165,4/28/2022,Cancelled,Amazon,kurta,Unshipped,1,568,UTTAR PRADESH,208001,FALSE
3265,404-1771992-1241165,4/28/2022,Cancelled,Amazon,Western Dress,Unshipped,1,725,UTTAR PRADESH,208001,FALSE
3266,408-5108682-4462768,4/28/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,459,PUDUCHERRY,605009,FALSE
3267,403-0984673-1893161,4/28/2022,Shipped,Amazon,Set,Shipped,1,626,KARNATAKA,560043,FALSE
3268,408-6871860-5446709,4/28/2022,Shipped,Amazon,kurta,Shipped,1,499,KERALA,686016,FALSE
3269,402-4520980-0448345,4/28/2022,Cancelled,Merchant,kurta,,0,463.81,MAHARASHTRA,400016,FALSE
3270,171-0024891-4859557,4/28/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,625,JHARKHAND,827004,FALSE
